name	synonyms
"&alpha;-kojibiose"	"2-&alpha;-D-glucosyl-&alpha;-D-glucose; &alpha;-D-glucopyranosyl-( 1->2)-&alpha;-D-glucopyranose; "
glutarate	"pentanedioate; "
GDP	"guanosine-diphosphate; guanosine-5'-diphosphate; ppG; "
"4&alpha;-formyl-ergosta-7,24(24<sup>1</sup>)-dien-3&beta;-ol"	
"&beta;-D-perosamine"	
2-aminophenoxazin-3-one-8-aldehyde	"APOAL; "
4,4'-diapolycopenedioate glycosyl diester	"4,4'-diapolycopen-4,4'-dioic acid glycosyl diester; "
"4-<i>O</i>-digalloyl-1,2,3,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose"	
iminodiacetate	"iminodiacetic acid; <i>N</i>-(carboxymethyl)-glycine; "
2-oxoadipate	"2-keto-adipate; 2-ketoadipate; &alpha;-ketoadipate; 2-oxohexanedionic acid; "
Heavenly Blue antocyanin	"HBA; "
<i>iso</i>-cohumulone	
phosphatidylglycerolphosphate (1-myristoyl, 2-palmitoleoyl)	
4-deoxypyridoxine	"4-deoxypyridoxol; "
ricinoleoyl-CoA	"12-hydroxy-9-octadecenoyl-CoA; "
(8E)-4-hydroxysphing-8-enine-16:0, ceramide	"palmitoyl-(8E)-4-hydroxy-sphing-8-enine; (8E)-4-hydroxy-sphing-8-enine-hexadecanoate; trans-4-hydroxy-sphing-8-enine-16:0; (8E)-4-hydroxy-sphing-8-enine-hexadecanoic acid; (8E)-4-hydroxy-sphing-8-enine-palmitic acid; (8E)-4-hydroxy-sphing-8-enine-16:0; "
dihydrochelirubine	"13, 14-dihydro-5-methoxy-13-methyl-[1, 3]benzodioxolo[5, 6-c]-1, 3-dioxolo[4, 5-i]phenanthridine; "
octadecyl octadecanoate	
<i>o</i>-topolin	
1,3-dibromopropan-2-one	
D-1-guanidino-3-amino-1,3-dideoxy-<i>scyllo</i>-inositol	"1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol; amidinostreptamine; <i>N</i>-amidinostreptamine; 1D-3-amino-1-guanidino-1,3-dideoxy-<i>scyllo</i>-inositol; "
<i>N</i>-acetyl-D-mannosamine 1-phosphate	"<i>N</i>-acetyl-D-mannosamine-1-P; "
5-(4-hydroxybut-1-ynyl)-2,2'-bithiophene	
"3-O-&beta;-D-glucoside digitoxigenin"	"digitoxigenin glucoside; glucodigitoxigenin; digitoxigenin-beta-d-glucoside; "
N-(phosphonacetyl)-L-aspartate	
"<i>p</i>-nitrophenyl-&beta;-D-cellopentaoside"	"4-nitrophenyl-&beta;-D-cellopentaoside; "
fenitrothion	"O,O-dimethyl O-4-nitro-m-tolyl phosphorothioate; "
5,10-methenyltetrahydrofolate mono-L-glutamate	"N5-N10-CH-THF mono-L-glutamate; N5-N10-methenyltetrahydrofolate mono-L-glutamate; methenyl-tetrahydrofolate mono-L-glutamate; 5,10-methenyl-THF mono-L-glutamate; methenyl-H<sub>4</sub>F mono-L-glutamate; methenyl-THF mono-L-glutamate; anhydroleucovorin mono-L-glutamate; 5,10-methenyl-H<sub>4</sub>PteGlu<sub>1</sub>; CH-THF mono-L-glutamate; "
L-2,4-diketo-3-deoxyrhamnonate	
conduritol-beta-epoxide	
(9Z)-octadec-9-ene-1,18-diol	
7-biopterin	"L-biopterin; primapterin; 7-isobiopterin; "
(5-formylfuran-3-yl)methyl phosphate	"furfural phosphate; "
GMP-MOR	"guanosine 5-monophosphomorpholidate; "
"dTDP-4-amino-4,6-dideoxy-&beta;-D-galactose"	
isovitexin	"apigenin-6-C-glucoside; 6C-hexosyl apigenin; saponaretin; "
dodecyl sulfate	
D-threonine	"2-amino-3-hydroxybutyric acid; (2<i>R</i>,3<i>S</i>)-2-amino-3-hydroxybutanoate; (2<i>R</i>,3<i>S</i>)-2-amino-3-hydroxybutanoic acid; D-thr; "
<i>O</i>-glucosyl-tomatidine	
demethoxycurcumin	"desmethoxycurcumin; monodemethoxycurcumin; "
(8<i>Z</i>)-4-hydroxy-sphing-8-enine-22:0 ceramide	"(8<i>Z</i>)-4-hydroxy-sphing-8-enine-docosanoate; 4-hydroxy-cis-8-sphingenine-22:0; (8<i>Z</i>)-4-hydroxy-sphing-8-enine-22:0; (8<i>Z</i>)-4-hydroxy-sphing-8-enine-behenic acid; "
kynurenate	"Quinaldic acid, 4-hydroxy-; kynurenic acid; "
3-hydroxy-<i>trans</i>-cinnamate	"3-hydroxycinnamic acid; 3-hydroxycinnamate; (2<i>E</i>)-3-(3-hydroxyphenyl)prop-2-enoate; 3-coumarate; "
"&beta;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphate"	
phenylethylbenzoate	"2-phenylethyl benzoate; phenylethyl benzoate; benzylcarbinyl benzoate; "
coumarin	"cumarin; 1,2-benzopyrone; "
tetracosanyl docosanoate	
"3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carbaldehyde"	
2-descarboxy-betanidin	
22<i>H</i>-bilin	
9-hydroxystearate	"9-hydroxy-octadecanoic acid; DL-9-hydroxy stearic acid; 9-hydroxystearic acid; "
lutein	"Xanthophyll; "
7,8-dihydroxanthopterin	
concanamycin A	
docosanyl octacosanoate	
pulcherriminic acid	"pulcherriminate; "
2,4-dinitroanisole	"1-methoxy-2,4-dinitrobenzene; DNAN; "
D-<i>threo</i>-isocitrate	"D-<i>threo</i>-isocitrate; threo-D<SUB>s</SUB>-isocitrate; I-CIT; (1<i>R</i>, 2<i>S</i>)-1-hydroxypropane-1,2,3-tricarboxylate; isocitric acid; D-<i>threo</i>-isocitric acid; D-isocitrate; isocitrate; "
oxidized coenzyme F<sub>420</sub>-1	"oxidized factor F<sub>420</sub>-1; "
carnosine	"ignotine; N-&beta;-alanyl-L-histidine; "
(3Z)-phycoerythrobilin	
melibionate	"6-O-&alpha;-D-galactopyranosyl-D-gluconic acid; melibionic acid; "
"(Z) &gamma;-bisabolene"	
mildiomycin	
dechlorogriseofulvin	
2,5,7-trihydroxy-4'-methoxyisoflavanone	
5-dehydro-2-deoxy-D-gluconate 6-phosphate	"2-deoxy-5-keto-D-gluconate 6-phosphate; 6-phospho-5-dehydro-2-deoxy-D-gluconate; 2-deoxy-5-keto-D-gluconic acid 6-phosphate; "
"1-<i>O</i>-vanilloyl-&beta;-D-glucose"	
(-)-7-<i>iso</i>-jasmonate	"(3S,7R)-(-)-7-<i>iso</i>-jasmonate; (-)-7-<i>iso</i>-JA; "
sequoyitol	"5-<i>O</i>-methyl-<i>myo</i>-inositol; 1D-5-<i>O</i>-methyl-<i>myo</i>-inositol; "
1-ethyl-4-aminobutanoate	"1-ethyl-4-aminobutyrate; "
echinosporin	"4-hydroxy-3-oxo-2,11-dioxatricyclo[5.4.0.04,8]undeca-5,9-diene-10-carboxamide; "
mycobactin M	
puberulonate	"4,5,6-trihydroxy-3-oxo-1,4,6-cycloheptatriene-1-carboxylate; puberulonic acid; 4,6,7-trihydroxy-1H-cyclohepta[c]furan-1,3,5-trione; "
3-methyl-4-nitrophenol	"4-nitro-5-methylphenol; 4-nitro-3-cresol; 5-hydroxy-2-nitrotoluene; 4-nitro-m-cresol; "
4-(3-methylbut-2-enyl)-L-abrine	"4-DMA L-abrine; 4-dimethylallyl-L-abrine; (2S)-2-(methylaminio)-3-[4-(3-methylbut-2-en-1-yl)-1H-indol-3-yl]propanoate; "
hyodeoxycholate	"3&alpha;,6&alpha;-dihydroxy-5&beta;-cholan-24-oate; hyodeoxycholic acid; "
cyclic 3'5'-uridine monophosphate	
sch210971	
UDP-[3-F]galactofuranose	
<i>N</i>-hydroxy-<i>N</i>-succinylcadaverine	"3-[(5-aminopentyl)hydroxycarbamoyl] propanoate; "
nicotine-1'-N-oxide	"nicotine N'-oxide; "
<i>all-trans</i>-4,4'-diapolycopene	
pregn-5-ene-3,20-dione	
obyanamide	
"a 2-deoxy-&alpha;-D-glucoside"	
"UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate"	"UDP-N-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate; UDP-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-A<sub>2</sub>pm; UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate; UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-meso-2,6-diaminoheptanedioate; "
6-(4-methyl-2-oxopentyl)-4-hydroxy-2-pyrone	
(<i>S</i>)-3-hydroxydecanoyl-CoA	
3-[(2S,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate	
3-chloro-6-hydroxypyridine-2,5-dione	
14-hydroxylanosterol	"4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol; "
3'-deoxyadenosine	"cordycepin; "
(2S)-homocitrate	"(S)-2-hydroxy-1,2,4-butanetricarboxylic acid; "
alizarin	
octacosane	
5-oxo-L-proline	"Pidolic acid; pyrrolidone-COO; L-5-pyrrolidone-2-carboxylic acid; 5-pyrrolidone-2-carboxylic acid; pyroglutamate; L-pyroglutamate; pyrrolidone-carboxylate; L-pyroglutamic acid; 5-oxo-L-proline; pyroglutamic acid; "
"&beta;-guinidoxypropionamide"	
2-indanone	
3-methyl-4-<i>trans</i>-hydroxy-2-butenal	
8-<i>O</i>-methyl-fusarubinlactone	
dihydromacarpine	
deacetoxycephalosporin C	
formyl-CoA	
1-16:0-2-18:2-digalactosyldiacylglycerol	"1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; 16:0-18:2-DGDG; "
2-carboxy-cis,cis-muconate	
"5-hydroxy-&gamma;-coniceine"	
1,2-dihydroxyethylphosphonate	"DHEP; "
coumermycin A1	
1-<i>O</i>-alkyl-<i>sn</i>-glycerol	"1-alkyl-<i>sn</i>-glycerol; "
D-galactosamine 6-phosphate	
1-16:0-2-18:1-phosphatidylethanolamine	"phosphatidylethanolamine (1-16:0-2-18:1); 16:0-18:1-PE; 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine; "
4-chloro-7-nitrobenzo-2-oxa-1,3-diazole	"NBD chloride; chloronitrobenzoxadiazole; 4-chloro-7-nitrobenzofurazan; 7-chloro-4-nitrobenzofurazan; "
pyrithiamine	"neopyrithiamine; pyrithiamin; 2-{1-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-2-methyl-1,2-dihydro-3-pyridinyl}ethanol; "
4-chloro-2-methylphenoxyacetate	"MCPA; "
"4,4-dimethyl-5&alpha;-cholesta-8-en-3-&beta;-ol"	
3,3',5-triiodothyronamine	"phenol, 4-(4-(2-aminoethyl)-2,6-diiodophenoxy)-2-iodo-; 4-[4-(2-aminoethyl)-2,6-diiodophenoxy]-2-iodophenol; T3AM; "
"<i>trans</i>-&beta;-<i>D</i>-glucosyl-2-hydroxycinnamate"	"&beta;-D-glucosyl-2-coumarate; "
(1S,2S)-coronamate	"(1S,2S)-coronamic acid; (1S,2S)-1-amino-2-ethylcyclopropanecarboxylic acid; (1S,2S)-1-amino-2-ethylcyclopropanecarboxylate; "
2-ketocyclohexane-1-carbonyl-CoA	"2-ketocyclohexane-1-carboxyl-CoA; "
sphinganine (C20)	"erythro-D-sphinganine (C20); DHS (C20); eicosadihydrosphingosine; eicosasphinganine; 1,3-eicosanediol, 2-amino-; dihydrosphingosine (C20); "
allopregnanolone	"3-&beta;-hydroxy-5-&alpha;-pregnane-20-one; 3-&alpha;-tetrahydroprogesterone; "
acyl phosphatidylglycerol (n-C12:0)	
anthraniloyl-CoA	"anthranilyl-CoA; 2-aminobenzoyl-CoA; anthranilate-CoA; "
10-hydroxynerol	"8-hydroxynerol; "
bis(<i>p</i>-nitrophenyl) phosphate	"bis(4-nitrophenyl) phosphate; BNPP; di-<i>p</i>-nitrophenyl phosphate; "
cytidylyl molybdenum cofactor	"MoO<sub>2</sub>-molybdopterin cytosine dinucleotide; MCD; Mo-molybdopterin cytosine dinucleotide; MoO<sub>2</sub>(OH)Dtpp-mCDP; "
"&alpha;-naphthyl acetate"	
DL-methionine sulfone	"2-amino-4-(methylsulfonyl)butanoic acid; butanoic acid, 2-amino-4-(methylsulfonyl)-; (S)-amino-4-(methylsulphonyl)butyric acid; DL-2-amino-4-(methylsulfonyl)butanoic acid; (2S)-2-amino-4-methylsulfonylbutanoic acid; "
4-coumaroyl-diketide	"p-coumaroyl-diketide; (4E)-5-(4-hydroxyphenyl)-3-oxopent-4-enoic acid; "
1-deoxy-D-xylulose 5-phosphate	"DXP; deoxyxylulose-5-phosphate; DOXP; D-1-deoxyxylulose-5-P; 1-deoxy-D-threo-pentulose 5-phosphate; "
"&omega;-saturated C60 dolichol phosphate"	"&omega;-saturated dolichol-12 phosphate; "
fluorooleate	"fluorooleic acid; mega-fluoro-9-octadecenoic acid; "
hexylamine	"1-hexylamine; 1-aminohexane; "
neocarratetraose 4-<i>O</i>-disulfate	
3-chloro-1-phenyl-1-propanone	
2-<i>trans</i>,4-<i>trans</i>-tetradecadienoyl-CoA	
(<i>Z</i>)-6'-hydroxyferulate	"cis-6'-hydroxyferulate; cis-6'-hydroxyferulic acid; "
2-amino-5-chloromuconate 6-semialdehyde	"2-amino-5-chloromuconic semialdehyde; "
betaine aldehyde hydrate	
<i>N,N</i>-dihydroxy-L-isoleucine	
dihydropinosylvin monomethylether	
"&alpha;-D-ribose-1-methylphosphonate 5-phosphate"	
<i>N-P</i>-tosyl-L-phenylalanyl chloromethyl ketone	"TPCK; "
"&gamma;-L-glutamyl-L-alanyl-glycine"	"norophthalamic acid; N-(N-&gamma;-L-glutamyl-L-alanyl)-glycine; &gamma;-Glu-Ala-Gly; "
hexanamide	"hexylamide; hexamide; "
UDP-MurNAC-L-ala-D-Glu-<i>meso</i>-DAP-D-ala-D-ala	
"&beta;-chitobiose 6'-phosphate"	
L-tetrahydro-2-furoic acid	"L-THFA; "
"&alpha;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphate"	
viridicatol	"4-(3-Hydroxyphenyl)-2,3-quinolinediol; 3-hydroxy-4-(3-hydroxyphenyl)carbostyril; 3-hydroxy-4-(3-hydroxyphenyl)-1H-quinolin-2-one; "
3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	"3,4-DHSA; "
lipid IV<SUB>B</SUB>	
4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxylate	
quinaldate	
sucrose 6-phosphate	"&beta;-D-fructofuranosyl-(2&harr;1)-&alpha;-D-glucopyranoside 6-phosphate; &alpha;-D-glucopyranosyl-(1&harr;2)-&beta;-D-fructofuranoside 6-phosphate; "
pikromycin	"picromycin; "
morphine	
5,6-dihydrothymine	"dihydrothymine; "
(2E)-3-methyl-4,6-dioxohept-2-enedioate	
R'C(R)S-S(R)CR'	
"3-<i>O</i>-&beta;-D-glucosyl-esculetin"	
aeruginopeptin 95A	
1-oleoyl-2-palmitoyl-glycerol	
2,5-dichlorotoluene	
17S-hydroperoxydocosahexaenoate	"(4Z,7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosa-4,7,10,13,15,19-hexaenoate; "
1-octadecanol	"octadecan-1-ol; stearyl alcohol; n-octadecanol; stearol; stearic alcohol; "
"&beta;-<i>D</i>-apiofuranosyl-(1->6)-<i>D</i>-glucose"	"acuminose; 1,6-&beta;-apiofuranosyl-glucopyranose; "
orcinol	"5-methylresorcinol; 5-methyl-1,3-benzenediol; 3,5-dihydroxytoluene; 3,5-toluenediol; "
"7-<i>epi</i>-&alpha;-selinene"	
meijicoccene	
dotriacontanoate	"dotriacontanoic acid; lacceric acid; lacceroic acid; lacceroate; "
megalomicin A	"megalomycin A; "
"(-)-&delta;-cadinene"	
2,6-dinitrotoluene	"2,6-DNT; "
fructoselysine 6-phosphate	"fructoselysine-6-P; "
platyconin	"3-<i>O</i>-(6-<i>O</i>-(&alpha;-<i>L</i>-rhamnopyranosyl)-&beta;-<i>D</i>-glucopyranosyl)-7-<i>O</i>-(6-<i>O</i>-(trans-4-<i>O</i>-(6-<i>O</i>-(trans-4-<i>O</i>-(&beta;-<i>D</i>-glucopyranosyl)-caffeoyl)-&beta;-<i>D</i>-glucopyranosyl) caffeoyl)-&beta;-<i>D</i>-glucopyranosyl) delphinidin; "
4-heptacosene	
Glc<sub>3</sub>Man<sub>9</sub>GlcNAc<sub>2</sub>	
"<i>N</i>-acetyl-&beta;-D-mannosaminyl-(1&rarr;4)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"	"prenyl-P-P-GlcNAc-ManNAc; ManNAc-GlcNAc-PP-undecaprenol; "
phenylphosphonate	"benzenephosphonic acid; PhPn; phenylphosphonic acid; "
"UDP-&alpha;-D-galacturonate"	
3-oxo-(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	"3-oxo-(6Z,9Z,12Z,15Z,18Z)-tetracosa-6,9,12,15,18-pentaenoyl-CoA; "
"&alpha;-santonin"	
(2<i>Z</i>,6<i>Z</i>,10<i>E</i>)-tetraprenyl diphosphate	"&omega;,<i>E,Z,Z</i>-tetraprenyl diphosphate; 2,6-<i>cis</i>,10-<i>trans</i>-tetraprenyl diphosphate; "
3,6-lactone of 3-hydroxyadinyl-CoA	
acetoacetyl-CoA	"3-acetoacetyl-CoA; acetoacetyl-<i>S</i>-CoA; "
5-(2-hydroxyethyl)-4-methylthiazole	"4-methyl-5-(2-hydroxyethyl)-thiazole; HET; 4-methyl-5-(&beta;-hydroxyethyl)thiazole; THZ; "
(-)-<i>endo</i>-fenchol	"2-fenchanol; fenchyl alcohol; &alpha;-fenchol; fenchol; "
"D-Man-&beta;-(1&rarr;4)-GlcA-&beta;-(1&rarr;2)-D-Man-&alpha;-(1&rarr;3)-D-Glc-&beta;-(1&rarr;4)-D-Glc-&alpha;-1-diphospho-<i>ditrans,octacis</i>-undecaprenol"	"D-Man-&beta;-(1,4)- GlcA-&beta;-(1,2)-D-Man-&alpha;-(1,3)-D-Glc-&beta;-(1,4)-Glc-&alpha;-1-diphosphoundecaprenol; &beta;-D-mannosyl-(1,4)-&beta;-D-glucoronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol; xanthan monomer; "
1-alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine	"1-organyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine; "
dioleoyl phosphatidate	"1-18:1-2-18:1-phosphatidate; 18:1-18:1-PA; 1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphate; 1-18:1-2-18:1-phosphatidic acid; "
8'-(3,4-dihydroxy-5-alkenyl)phenyl-3-[9'E,11'E,13'Z-pentadecatrienyl]catechol	"urushiol dimer; "
7-methyl-L-tryptophan	
<i>sec</i>-butylmercuric bromide	
3-dimethylallyl-4-hydroxyphenylpyruvate	"3-[4-hydroxy- 3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]-2-oxopropanoate; "
formyl phosphate	
diazepinone riboside	"1-[(4&xi;)-&beta;-D-erythro-pentofuranosyl]-1,3,4,7-tetrahydro-2H-1,3-diazepin-2-one; "
12-hydroxylaurate	"omega-hydroxydodecanoic acid; 12-hydroxydodecanoic acid; &omega;-hydroxylauric acid; &omega;-hydroxylaurate; 12-hydroxydodecanoate; 12-hydroxylauric acid; "
methylcinnamate	
pinocembrin chalcone	
(25S)-3-oxocholest-4-en-26-al	
(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran	"(<i>S</i>)-THMF; Pro-AI-2 (vibrio); AI-2 precursor; "
hexan-3-one	"3-hexanone; ethyl propyl ketone; (<i>E</i>)-2-hexene-4-one; (<i>E</i>)-2-hexen-4-one; 3-oxohexane; 4-hexen-3-one, (4<i>E</i>)-; "
"&beta;-D-xylopyranose"	"&beta;-D-xylose; "
neurosporaxanthin	"all-trans-neurosporaxanthin; &beta;-apo-4'-carotenoic acid; "
3,4-dehydrothiomorpholine-3-carboxylate	"5,6-dihydro-2H-1,4-thiazine-3-carboxylate; "
bisorganyltrisulfane	"GS<sub>3</sub>G; "
(S)-3-chloro-1-phenyl-1-propanol	
preuroporphyrinogen	"hydroxymethylbilane; "
6-deoxo-24-epicathasterone	
3,4-dichlorotoluene dihydrodiol	"3,4-dichloro-6-methyl-<i>cis</i>-1,2-dihydro-1,2-dihydroxycyclohexa-3,5-diene; "
mycophenolic acid <i>O</i>-acyl-glucuronide	
acidulated phosphate fluoride	"Acid Phosphate Fluoride; Fluoride, Acidulated Phosphate; Fluoride, Acid Phosphate; NaPO3F; Phosphate Fluoride, Acidulated; "
quinolin-2(1H)-one	"&alpha;-quinolone; quinolin-2-one; Carbostyril; 2-quinolone; "
3,5-dimethylbenzyl alcohol	
phenazine-1,6-dicarboxylate	"1,6-phenazinedicarboxylic acid; phenazine-1,6-dicarboxylic acid; "
soyasapogenol B-22-O-beta-glucoside	"22-Glc-soyasapogenol B; soyasapogenol B-22-O-B-glucoside; "
1,2-dipalmitoyl-phosphatidylcholine	"1,2-dipalmitoylphosphotidylcholine; 1-16:0-2-16:0-phosphatidylcholine; 1,2-dipalmitoylphosphatidylcholine; 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine; 16:0-16:0-PC; "
lumichrome	"7,8-Dimethylalloxazine; "
4-dihydrocoumaroyl-CoA	"p-dihydrocoumaroyl-CoA; 4-hydroxydihydrocinnamoyl-CoA; "
urocortisol	
3,5-dihydroxyanisole	"flamenol; phloroglucinol monomethyl ether; 5-methoxyresorcinol; "
"CMP-<i>N</i>-acetyl-&beta;-neuraminate"	"cytidine monophosphate <i>N</i>-acetyl-&beta;-neuraminate; cytidine monophosphate <i>N</i>-acetyl-&beta;-neuraminic acid; "
(<i>Z</i>)-[(4-hydroxyphenyl)acetaldehyde oxime]	"<I>p</I>-hydroxyphenylacetaldoxime; (Z)-p-hydroxyphenylacetaldehyde oxime; <I>p</I>-hydroxyphenylacetaldehyde oxime; 4-hydroxyphenylacetaldehyde oxime; (Z)-4-hydroxyphenylacetaldehyde oxime; (E)-[p-hydroxyphenylacetaldehyde oxime]; "
pyrimidine	"1,3-diazin; m-diazine; metadiazine; "
alafosfalin	"(1R)-1-(L-Alanylamino)ethylphosphonic acid; L-Alanyl-L-1-aminoethylphosphonic acid; ((1R)-1-((2S)-2-Aminopropionamido)ethyl)phosphonic acid; "
"&beta;-L-mannose"	
scutellarein 7-methyl ether	"5,6-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one; sorbifolin; "
XTP	"xanthosine 5' triphosphate; "
(6<i>S</i>)-5-formyl-tetrahydrofolate mono-L-glutamate	"n5-formyl-thf monoglutamate; folinate; 5-formyl-THF monoglutamate; <i>N</i><sup>5</sup>-formyl-H<sub>4</sub>PteGlu<sub>1</sub>; (6S)-leucovorin; n5-formyltetrahydrofolate monoglutamate; citrovorum factor; 5-formyl-H4F monoglutamate; formyl-H4F monoglutamate; <i>N</i><sup>5</sup>-formyl-H4F monoglutamate; <i>N</i><sup>5</sup>-formyl-THF monoglutamate; folinic acid monoglutamate; 5-CHO-THF monoglutamate; "
ergometrine	
lupeol	"monogynol B; clerodol; farganasterol; lupenol; "
pyridine-3-aldehyde	"3-pyridylaldehyde; nicotinaldehyde; 3-pyridinaldehyde; 3-pyridylcarboxaldehyde; 3-pyridinecarboxaldehyde; "
"1-linoleoyl-2-&alpha;-linolenoyl-phosphatidylcholine"	"1-18:2-2-18:3-phosphatidylcholine; phosphatidylcholine (1-18:2-2-18:3); 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine; 18:2-18:3-PC; "
1-oleyl-2-lyso-phosphatidate	"LPA; oleoyl lysophosphatidic acid; lysophosphatidic acid; L-2-lysophosphatidate; 1-oleoyl-lyso-phosphatidic acid; "
ginsenoside Mx	
(<i>R</i>)-mevalonate 5-phosphate	"(R)-mevalonic acid 5-phosphate; (R)-5-phosphomevalonic acid; mevalonate-P; (R)-5-phosphomevalonate; mevalonate-5P; "
tetramethylammonium hydroxide	"TMAH; "
myristic amide	"Myristamide; Tetradecanamide; "
4-methyl-3-oxoadipate	"4-methyl-3-ketoadipate; "
4-phenylbutan-2-amine	"1-methyl-3-phenylpropylamine; &alpha;-methyl-phenethylamine; 1-phenyl-3-amino-butan; &alpha;-methyl-benzenepropanamine; 3-amino-1-phenylbutane; "
"7&alpha;-hydroxy-5&beta;-cholestan-3-one"	
1,4,5-trihydroxy-6,7,8-trimethoxy-2-methylanthraquinone	
CMP-5'-<i>N</i>-hydroxy-3-aminopropylphosphonate	
urate D-ribonucleotide	
2-methylbutanoyl-CoA	"2-methylbutyryl-CoA; &alpha;-methylbutyryl-CoA; <i>S</i>-2-methyl-butyryl-CoA; &alpha;-methylbutanoyl-CoA; "
"&beta;-D-talose"	
papaveroxine	
reduced dinoflagellate luciferin	
tween 60	"Polysorbate 60; "
1-hydroxy-2-naphthoyl-CoA	
6,7,4'-trihydroxyflavanone	
2-phosphono-formylglycerate	
serinol phosphate	
westiellamide	"trisoxazoline; cycloxazoline; "
<i>N</i>-acetyl-L-cysteine	"acetylcysteine; "
dianisidine	
4,5-dihydroxybenzene-1,3-disulfonate	"1,3-benzenedisulfonic acid, 4,5-dihydroxy; 4,5-dihydroxy-m-benzenedisulfonate; 1,2-dihydroxybenzenedisulfonate; 1,2-dihydroxy-3,5-benzenedisulfonate; 3,5-disulfocatechol; disodium 1,2-dihydroxybenzene-3,5-disulfonate; 4,5-dihydroxy-m-benzenedisulfonic acid; dihydroxy benzene disulfonate disodium salt; 1,2-dihydroxybenzene-3,5-disulfonic acid; "
"&alpha;-monofluoromethylarginine"	"MFMA; "
2-keto-4-hydroxybutanoate	"2-keto-4-hydroxybutyrate; "
4,6-dichloro-3-methyl-<i>cis</i>-1,2-dihydro-1,2-dihydroxycyclohexa-3,5-diene	"2,4-dichlorotoluene dihydrodiol; "
sorbyl-CoA	
kijanimicin	
S-tetrahydrocolumbamine	"(13aS)-5, 8,13,13a-tetrahydro-3, 9,10-trimethoxy-6H-dibenzo [a, g] quinolizin-2-ol; isocorypalmine; 5, 8, 13, 13a-tetrahydrocolumbamine; "
lauryl sulfobetaine	"3-(lauryldimethylammonio)propanesulfonate; dodecyldimethyl(3-sulphonatopropyl)ammonium; zwittergent 3-12; 3-(dodecyldimethylammonio)propanesulfonate; lauryl sultaine; "
5'-D-arabinosyladenine triphosphate	
"14&alpha;-hydroxy-cholesta-4,7-diene-3,6-dione"	"&Delta;<sup>4</sup>-diketol; "
<i>N</i>-acetylisatin	
oxalate	"oxalic acid; ethanedioic acid; "
cortalcerone	"2-(dihydroxymethyl)-2-hydroxy-2H-pyran-3(6H)-one; "
20-hydroxy-5-<i>O</i>-mycaminosyltylactone	"20-dehydro,23-deoxy-<i>O</i>-mycaminosyltylonolide; "
2-chloro-2-(2,4-dichloro-5-oxofuran-2-yl)acetate	
verbascose	"&alpha;-D-Galp-(1->6)-&alpha;-D-Galp-(1-6)-&alpha;-D-Galp-(1->6)-&alpha;-D-Glcp-(1->2)-&beta;-D-Fruf; "
dTDP-4-oxo-2,3,6-trideoxy-D-glucose	
<i>aldehydo</i>-D-allose 6-phosphate	"<i>aldehydo</i>-D-allose-6-P; "
